antecedents,consequents,support,confidence,lift
MntMeatProducts,"MntFishProducts, MntFruits, MntSweetProducts",0.659079664,0.659405941,1.00049505
MntMeatProducts,"MntFishProducts, MntFruits, MntSweetProducts, MntWines",0.656110836,0.656435644,1.00049505
MntMeatProducts,"MntFishProducts, MntFruits, MntGoldProds, MntSweetProducts",0.648688768,0.649009901,1.00049505
MntMeatProducts,"MntFishProducts, MntFruits, MntGoldProds, MntSweetProducts, MntWines",0.645719941,0.646039604,1.00049505
"MntGoldProds, MntMeatProducts",MntWines,0.965858486,0.994396332,1.000335982
MntWines,"MntGoldProds, MntMeatProducts",0.965858486,0.971627675,1.000335982
MntGoldProds,MntMeatProducts,0.971301336,0.999490835,0.999985632
MntMeatProducts,MntGoldProds,0.971301336,0.971782178,0.999985632
MntFishProducts,MntMeatProducts,0.824344384,0.99940012,0.999894873
MntMeatProducts,MntFishProducts,0.824344384,0.824752475,0.999894873
MntSweetProducts,MntMeatProducts,0.812469075,0.999391357,0.999886105
MntMeatProducts,MntSweetProducts,0.812469075,0.812871287,0.999886105
"MntFishProducts, MntGoldProds",MntMeatProducts,0.806036616,0.999386503,0.999881249
MntMeatProducts,"MntFishProducts, MntGoldProds",0.806036616,0.806435644,0.999881249
"MntGoldProds, MntSweetProducts",MntMeatProducts,0.797130134,0.999379653,0.999874395
MntMeatProducts,"MntGoldProds, MntSweetProducts",0.797130134,0.797524752,0.999874395
"MntMeatProducts, MntSweetProducts",MntWines,0.807521029,0.993909866,0.99984661
MntWines,"MntMeatProducts, MntSweetProducts",0.807521029,0.81234445,0.99984661
MntGoldProds,MntWines,0.965858486,0.99389002,0.999826646
MntGoldProds,"MntMeatProducts, MntWines",0.965858486,0.99389002,0.999826646
MntWines,MntGoldProds,0.965858486,0.971627675,0.999826646
"MntMeatProducts, MntWines",MntGoldProds,0.965858486,0.971627675,0.999826646
"MntFishProducts, MntSweetProducts",MntMeatProducts,0.730331519,0.999322952,0.999817666
MntMeatProducts,"MntFishProducts, MntSweetProducts",0.730331519,0.730693069,0.999817666
MntMeatProducts,"MntFishProducts, MntGoldProds, MntSweetProducts",0.716476992,0.716831683,0.999804577
"MntFishProducts, MntGoldProds, MntSweetProducts",MntMeatProducts,0.716476992,0.999309869,0.999804577
MntWines,"MntGoldProds, MntMeatProducts, MntSweetProducts",0.792182088,0.796913888,0.999728719
"MntGoldProds, MntMeatProducts, MntSweetProducts",MntWines,0.792182088,0.993792675,0.999728719
"MntFishProducts, MntMeatProducts",MntWines,0.818901534,0.993397359,0.999331042
MntWines,"MntFishProducts, MntMeatProducts",0.818901534,0.823792932,0.999331042
MntSweetProducts,MntWines,0.807521029,0.99330493,0.99923806
MntSweetProducts,"MntMeatProducts, MntWines",0.807521029,0.99330493,0.99923806
MntWines,MntSweetProducts,0.807521029,0.81234445,0.99923806
"MntMeatProducts, MntWines",MntSweetProducts,0.807521029,0.81234445,0.99923806
MntWines,"MntFishProducts, MntGoldProds, MntMeatProducts",0.800593765,0.805375809,0.999180178
"MntFishProducts, MntGoldProds, MntMeatProducts",MntWines,0.800593765,0.993247391,0.999180178
"MntFishProducts, MntMeatProducts, MntSweetProducts",MntWines,0.725383474,0.993224932,0.999157585
MntWines,"MntFishProducts, MntMeatProducts, MntSweetProducts",0.725383474,0.729716277,0.999157585
"MntGoldProds, MntSweetProducts",MntWines,0.792182088,0.993176179,0.99910854
"MntGoldProds, MntSweetProducts","MntMeatProducts, MntWines",0.792182088,0.993176179,0.99910854
MntWines,"MntGoldProds, MntSweetProducts",0.792182088,0.796913888,0.99910854
"MntMeatProducts, MntWines","MntGoldProds, MntSweetProducts",0.792182088,0.796913888,0.99910854
"MntFishProducts, MntGoldProds, MntMeatProducts, MntSweetProducts",MntWines,0.711528946,0.993093923,0.999025793
MntWines,"MntFishProducts, MntGoldProds, MntMeatProducts, MntSweetProducts",0.711528946,0.715778995,0.999025793
MntFishProducts,MntWines,0.818901534,0.99280144,0.998731563
MntFishProducts,"MntMeatProducts, MntWines",0.818901534,0.99280144,0.998731563
MntWines,MntFishProducts,0.818901534,0.823792932,0.998731563
"MntMeatProducts, MntWines",MntFishProducts,0.818901534,0.823792932,0.998731563
MntWines,"MntFishProducts, MntGoldProds",0.800593765,0.805375809,0.998567184
"MntMeatProducts, MntWines","MntFishProducts, MntGoldProds",0.800593765,0.805375809,0.998567184
"MntFishProducts, MntGoldProds",MntWines,0.800593765,0.992638037,0.998567184
"MntFishProducts, MntGoldProds","MntMeatProducts, MntWines",0.800593765,0.992638037,0.998567184
"MntFishProducts, MntSweetProducts",MntWines,0.725383474,0.992552471,0.998481107
"MntFishProducts, MntSweetProducts","MntMeatProducts, MntWines",0.725383474,0.992552471,0.998481107
MntWines,"MntFishProducts, MntSweetProducts",0.725383474,0.729716277,0.998481107
"MntMeatProducts, MntWines","MntFishProducts, MntSweetProducts",0.725383474,0.729716277,0.998481107
"MntFishProducts, MntGoldProds, MntSweetProducts",MntWines,0.711528946,0.992408558,0.998336334
"MntFishProducts, MntGoldProds, MntSweetProducts","MntMeatProducts, MntWines",0.711528946,0.992408558,0.998336334
MntWines,"MntFishProducts, MntGoldProds, MntSweetProducts",0.711528946,0.715778995,0.998336334
"MntMeatProducts, MntWines","MntFishProducts, MntGoldProds, MntSweetProducts",0.711528946,0.715778995,0.998336334
